"","Plot","Species","SampleYear","Mortality","Elevation","Slope","PRam","Fire","HostCwdMass","PlotCwdMass"
"36","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"37","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"38","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"39","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"40","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"41","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"42","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"43","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"44","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"45","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"46","BS002","Bay laurel",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"47","BS002","Tanoak",2022,1,359,33,"1","0",20.7741178367837,20.7741178367837
"48","BS002","Tanoak",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"49","BS002","Tanoak",2022,1,359,33,"1","0",20.7741178367837,20.7741178367837
"50","BS002","Tanoak",2022,1,359,33,"1","0",20.7741178367837,20.7741178367837
"51","BS002","Tanoak",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"52","BS002","Tanoak",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"53","BS002","Tanoak",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"54","BS002","Tanoak",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"55","BS002","Redwood",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"56","BS002","Redwood",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"57","BS002","Redwood",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"58","BS002","Redwood",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"59","BS002","Redwood",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"60","BS002","Redwood",2022,0,359,33,"1","0",20.7741178367837,20.7741178367837
"61","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"62","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"63","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"64","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"65","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"66","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"67","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"68","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"69","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"70","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"71","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"72","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"73","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"74","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"75","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"76","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"77","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"78","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"79","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"80","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"81","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"82","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"83","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"84","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"85","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"86","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"87","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"88","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"89","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"90","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"91","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"92","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"93","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"94","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"95","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"96","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"97","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"98","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"99","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"100","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"101","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"102","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"103","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"104","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"105","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"106","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"107","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"108","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"109","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"110","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"111","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"112","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"113","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"114","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"115","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"116","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"117","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"118","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"119","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"120","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"121","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"122","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"123","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"124","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"125","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"126","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"127","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"128","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"129","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"130","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"131","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"132","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"133","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"134","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"135","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"136","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"137","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"138","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"139","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"140","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"141","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"142","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"143","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"144","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"145","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"146","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"147","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"148","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"149","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"150","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"151","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"152","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"153","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"154","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"155","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"156","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"157","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"158","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"159","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"160","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"161","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"162","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"163","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"164","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"165","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"166","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"167","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"168","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"169","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"170","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"171","BS020","Bay laurel",2011,1,386,23,"0","0",5.47437437417606,5.6317213551141
"172","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"173","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"174","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"175","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"176","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"177","BS020","Bay laurel",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"178","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"179","BS020","Tanoak",2011,0,386,23,"0","0",5.47437437417606,5.6317213551141
"180","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"181","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"182","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"183","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"184","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"185","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"186","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"187","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"188","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"189","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"190","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"191","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"192","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"193","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"194","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"195","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"196","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"197","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"198","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"199","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"200","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"201","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"202","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"203","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"204","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"205","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"206","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"207","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"208","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"209","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"210","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"211","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"212","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"213","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"214","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"215","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"216","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"217","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"218","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"219","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"220","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"221","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"222","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"223","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"224","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"225","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"226","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"227","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"228","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"229","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"230","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"231","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"232","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"233","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"234","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"235","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"236","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"237","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"238","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"239","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"240","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"241","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"242","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"243","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"244","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"245","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"246","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"247","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"248","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"249","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"250","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"251","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"252","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"253","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"254","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"255","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"256","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"257","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"258","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"259","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"260","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"261","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"262","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"263","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"264","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"265","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"266","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"267","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"268","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"269","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"270","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"271","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"272","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"273","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"274","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"275","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"276","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"277","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"278","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"279","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"280","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"281","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"282","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"283","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"284","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"285","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"286","BS020","Bay laurel",2014,1,386,23,"0","0",5.88505233244723,6.04239931338526
"287","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"288","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"289","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"290","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"291","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"292","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"293","BS020","Bay laurel",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"294","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"295","BS020","Tanoak",2014,0,386,23,"0","0",5.88505233244723,6.04239931338526
"296","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"297","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"298","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"299","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"300","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"301","BS020","Bay laurel",2019,1,386,23,"1","0",11.5909638456515,11.7483108265896
"302","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"303","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"304","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"305","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"306","BS020","Bay laurel",2019,1,386,23,"1","0",11.5909638456515,11.7483108265896
"307","BS020","Bay laurel",2019,1,386,23,"1","0",11.5909638456515,11.7483108265896
"308","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"309","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"310","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"311","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"312","BS020","Bay laurel",2019,1,386,23,"1","0",11.5909638456515,11.7483108265896
"313","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"314","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
"315","BS020","Bay laurel",2019,1,386,23,"1","0",11.5909638456515,11.7483108265896
"316","BS020","Bay laurel",2019,0,386,23,"1","0",11.5909638456515,11.7483108265896
